Дата,Поступление,Списание,Назначение платежа,Контрагент,Вид операции,Вх.номер,Вх.дата,Организация,Банковский счет,Комментарий
27.07.2021,1150.02,,,Фізична особа-підприємець Бедрій Соломія Маркіянівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.07.2021,1300.0,,,Фізична особа-підприємець Степова Марина Станіславовна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.07.2021,18000.0,,,"Товариство з обмеженою відповідальністю ""Топ Алко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.07.2021,550.05,,,Винная галерея,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.07.2021,18132.23,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.07.2021,6000.12,,,"Товариство з обмеженою відповідальністю ""Первінко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.07.2021,6659.93,,,Товариство з обмеженою відповідальністю «КРЕАТИВНИЙ ШТАТ ДНІПРО»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.07.2021,400.0,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.07.2021,10080.36,,,КАНАПЕ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.07.2021,10920.23,,,"Товариство з обмеженою відповідальністю ""БЛУРІЧ КОРПОРЕЙШН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.08.2021,5909.98,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.08.2021,8760.0,,,Товариство з обмеженою відповідальністю «ДАФНА МЕЙ ЮКРЕЙН»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.08.2021,2230.18,,,"Товариство з обмеженою відповідальністю ""ТОРГОВИЙ ДІМ ""МЕДІАТРЕЙДІНГ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.08.2021,7600.01,,,Товариство з обмеженою відповідальністю «КРЕАТИВНИЙ ШТАТ СЕНАТОР»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.08.2021,20000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.08.2021,4500.14,,,Винотека Прага Львів,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.08.2021,20000.0,,,"Товариство з обмеженою відповідальністю ""Топ Алко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,9396.61,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,1780.03,,,"Товариство з обмеженою відповідальністю ""ВАЙН ХАНТЕРС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,550.0,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,2000.0,,,Фізична особа-підприємець Степова Марина Станіславовна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,4860.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,15606.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,3996.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,3996.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2021,10404.0,,,Фізична особа-підприємець Руденя Катерина Олександрівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2021,38000.0,,,Подымака,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2021,1740.06,,,Баррік,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2021,2899.99,,,"Товариство з обмеженою відповідальністю ""Крамниця Бачевских""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2021,10350.4,,,КАНАПЕ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2021,2579.98,,,Фізична особа - підприємець Науменко Анна Юріївна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2021,2200.08,,,"Товариство з обмеженою відповідальністю ""Піплз лайф""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2021,1499.98,,,"Товариство з обмеженою відповідальністю ""Первінко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.08.2021,1090.0,,,Баррік,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.08.2021,1350.0,,,БАРИКАДА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.08.2021,890.0,,,"Товариство з обмеженою відповідальністю ""ВАЙН ХАНТЕРС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.08.2021,5000.0,,,"Товариство з обмеженою відповідальністю ""Топ Алко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.08.2021,20000.0,,,Подымака,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.08.2021,5778.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.08.2021,10800.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.08.2021,6579.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.08.2021,12456.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.08.2021,16379.99,,,"ТОВ ""Бібліотека вина""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.08.2021,3560.0,,,Фізична особа-підприємець Бедрій Соломія Маркіянівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.08.2021,2700.0,,,"Товариство з обмеженою відповідальністю ""БАРОЛДІ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
